	D1	D10	D11	D21	D22	D3D	D3K	D4	D5	D6	D7	D8	D9
OG20627	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20628	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20629	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20630	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20631	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20632	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20633	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20634	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20635	1	1	1	1	1	1	1	1	0	1	1	0	1
OG20636	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20637	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20638	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20639	1	0	1	1	0	1	1	1	1	1	1	1	1
OG20640	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20641	1	1	1	1	1	1	1	1	1	1	0	1	0
OG20642	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20643	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20644	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20645	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20646	1	2	2	0	1	0	0	0	0	1	1	1	2
OG20647	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20648	1	1	1	0	1	0	1	1	1	1	1	1	1
OG20649	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20650	1	0	1	1	1	1	1	1	0	1	1	1	1
OG20651	1	2	1	0	1	1	1	0	0	1	0	2	1
OG20652	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20653	2	1	0	0	1	1	1	1	1	1	1	1	0
OG20654	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20655	1	1	1	1	1	1	0	1	1	0	1	1	1
OG20656	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20657	1	1	1	1	1	1	1	0	2	0	0	1	1
OG20658	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20659	1	1	0	1	1	1	1	1	1	1	0	1	1
OG20660	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20661	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20662	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20663	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20664	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20665	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20666	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20667	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20668	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20669	1	1	1	0	2	1	1	1	1	0	1	1	0
OG20670	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20671	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20672	1	1	1	0	1	0	1	1	1	1	1	1	1
OG20673	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20674	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20675	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20676	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20677	1	1	1	1	0	1	1	1	1	1	1	0	1
OG20678	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20679	1	0	1	1	1	1	1	1	0	1	1	1	1
OG20680	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20681	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20682	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20683	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20684	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20685	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20686	1	1	0	0	1	1	1	1	1	1	1	1	1
OG20687	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20688	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20689	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20690	1	1	1	1	0	1	1	1	0	1	1	1	1
OG20691	1	1	1	2	0	1	1	1	1	0	1	1	0
OG20692	1	1	1	1	1	1	0	1	0	1	1	1	1
OG20693	1	0	0	1	1	1	1	1	1	1	1	1	1
OG20694	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20695	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20696	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20697	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20698	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20699	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20700	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20701	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20702	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20703	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20704	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20705	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20706	1	1	1	1	1	1	1	0	1	1	1	1	0
OG20707	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20708	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20709	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20710	1	1	0	0	2	1	1	1	2	0	2	0	0
OG20711	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20712	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20713	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20714	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20715	2	1	0	0	1	1	1	2	0	0	0	2	1
OG20716	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20717	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20718	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20719	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20720	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20721	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20722	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20723	2	1	1	0	1	3	1	0	0	1	0	1	0
OG20724	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20725	1	0	1	1	1	1	1	1	1	1	1	1	0
OG20726	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20727	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20728	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20729	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20730	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20731	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20732	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20733	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20734	1	0	2	0	1	1	1	0	1	1	1	1	1
OG20735	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20736	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20737	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20738	1	2	1	0	0	1	1	0	1	1	0	1	2
OG20739	1	1	1	1	1	1	1	1	0	1	0	1	1
OG20740	1	1	1	1	0	1	1	1	1	1	1	1	0
OG20741	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20742	1	1	1	1	1	1	1	1	0	2	0	1	0
OG20743	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20744	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20745	1	1	1	1	1	1	1	0	1	1	1	1	0
OG20746	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20747	1	1	0	1	2	1	1	0	1	1	1	1	0
OG20748	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20749	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20750	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20751	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20752	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20753	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20754	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20755	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20756	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20757	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20758	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20759	1	1	1	1	1	1	1	1	1	1	1	0	0
OG20760	1	1	1	1	1	1	1	1	1	1	0	1	0
OG20761	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20762	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20763	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20764	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20765	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20766	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20767	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20768	1	1	1	1	1	1	1	0	0	1	1	1	1
OG20769	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20770	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20771	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20772	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20773	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20774	1	0	1	1	0	1	1	1	1	1	1	1	1
OG20775	1	1	1	0	1	0	0	0	0	1	2	3	1
OG20776	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20777	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20778	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20779	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20780	1	0	1	1	1	1	1	0	1	1	1	1	1
OG20781	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20782	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20783	1	1	2	0	1	2	1	2	0	0	1	0	0
OG20784	1	1	1	1	1	1	0	1	1	1	0	1	1
OG20785	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20786	2	4	2	0	0	0	0	0	0	2	0	1	0
OG20787	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20788	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20789	1	1	1	1	0	1	1	1	0	1	1	1	1
OG20790	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20791	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20792	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20793	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20794	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20795	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20796	1	1	1	1	0	1	1	1	0	1	1	1	1
OG20797	1	1	1	0	1	1	0	1	1	1	1	1	1
OG20798	1	1	1	0	1	2	1	1	1	0	1	1	0
OG20799	1	4	1	0	0	1	0	0	1	1	1	1	0
OG20800	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20801	1	0	1	1	2	2	1	1	0	0	1	1	0
OG20802	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20803	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20804	2	1	2	0	2	1	0	0	0	1	0	2	0
OG20805	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20806	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20807	1	0	1	1	1	1	0	1	1	1	1	1	1
OG20808	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20809	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20810	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20811	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20812	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20813	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20814	1	1	1	0	0	1	2	1	1	1	1	1	0
OG20815	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20816	1	0	1	1	0	1	1	1	1	1	1	1	1
OG20817	1	0	1	1	1	1	1	1	0	1	1	1	1
OG20818	2	1	1	0	1	3	1	1	0	0	0	1	0
OG20819	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20820	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20821	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20822	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20823	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20824	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20825	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20826	1	1	1	1	1	1	1	0	0	1	1	1	1
OG20827	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20828	2	2	1	0	0	2	1	0	1	1	0	1	0
OG20829	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20830	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20831	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20832	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20833	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20834	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20835	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20836	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20837	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20838	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20839	1	0	1	1	1	0	1	1	1	1	1	1	1
OG20840	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20841	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20842	1	1	0	1	1	1	1	1	1	1	1	0	1
OG20843	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20844	1	1	1	1	1	1	1	0	1	1	1	1	0
OG20845	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20846	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20847	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20848	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20849	1	2	1	0	1	1	1	0	1	0	1	1	1
OG20850	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20851	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20852	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20853	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20854	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20855	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20856	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20857	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20858	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20859	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20860	1	1	2	1	1	1	1	1	0	0	0	1	1
OG20861	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20862	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20863	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20864	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20865	1	1	1	1	1	1	1	1	1	1	1	0	0
OG20866	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20867	1	1	1	0	1	1	1	0	1	1	1	1	1
OG20868	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20869	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20870	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20871	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20872	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20873	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20874	1	0	1	1	1	1	1	1	1	0	1	1	1
OG20875	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20876	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20877	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20878	1	1	1	1	0	1	1	1	1	1	1	0	1
OG20879	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20880	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20881	1	1	1	1	1	1	0	1	1	1	1	0	1
OG20882	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20883	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20884	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20885	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20886	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20887	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20888	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20889	1	1	1	1	1	1	0	0	1	1	1	1	1
OG20890	1	1	2	0	1	0	1	1	1	1	1	1	0
OG20891	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20892	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20893	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20894	1	1	1	0	0	1	1	0	1	1	2	1	1
OG20895	1	1	1	0	0	1	1	1	1	1	1	1	1
OG20896	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20897	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20898	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20899	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20900	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20901	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20902	1	1	1	1	1	1	1	1	1	0	1	0	1
OG20903	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20904	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20905	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20906	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20907	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20908	1	1	1	0	1	1	1	2	0	1	1	1	0
OG20909	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20910	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20911	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20912	1	1	1	1	1	1	0	1	1	0	1	1	1
OG20913	1	1	1	1	1	1	1	0	0	1	1	1	1
OG20914	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20915	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20916	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20917	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20918	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20919	2	1	1	0	0	2	1	2	0	0	1	1	0
OG20920	1	1	1	1	1	0	1	0	1	1	1	1	1
OG20921	1	3	1	0	1	0	1	1	0	1	0	1	1
OG20922	1	1	1	0	1	1	1	1	1	1	0	1	1
OG20923	1	2	0	1	1	1	0	1	1	0	1	1	1
OG20924	1	1	1	1	1	1	1	1	1	1	0	0	1
OG20925	1	1	1	1	1	1	0	1	0	1	1	1	1
OG20926	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20927	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20928	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20929	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20930	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20931	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20932	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20933	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20934	1	0	1	1	1	1	1	1	0	1	1	1	1
OG20935	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20936	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20937	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20938	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20939	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20940	1	1	1	1	0	1	1	1	1	0	0	2	1
OG20941	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20942	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20943	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20944	2	1	0	1	1	2	0	1	0	1	0	1	1
OG20945	1	2	1	0	1	2	1	0	0	0	1	1	1
OG20946	1	1	1	1	1	1	1	1	1	1	1	0	0
OG20947	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20948	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20949	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20950	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20951	1	1	1	0	1	1	1	1	0	1	1	1	1
OG20952	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20953	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20954	1	1	0	1	1	1	1	0	1	1	1	1	1
OG20955	1	1	1	1	1	1	1	1	0	1	0	1	1
OG20956	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20957	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20958	1	2	2	1	0	1	1	0	0	1	0	1	1
OG20959	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20960	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20961	1	1	1	1	1	0	0	1	1	1	1	1	1
OG20962	1	2	0	1	1	1	1	1	0	0	1	1	1
OG20963	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20964	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20965	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20966	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20967	1	1	1	0	1	1	1	1	1	1	1	1	0
OG20968	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20969	1	1	1	1	1	0	1	1	1	0	1	1	1
OG20970	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20971	1	1	1	1	0	1	1	1	1	1	1	0	1
OG20972	2	1	0	1	1	1	0	2	0	1	1	1	0
OG20973	1	1	1	1	1	1	1	0	1	1	0	1	1
OG20974	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20975	1	1	1	1	1	1	1	1	1	0	0	1	1
OG20976	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20977	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20978	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20979	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20980	1	1	1	0	1	1	1	1	1	0	1	1	1
OG20981	1	1	0	1	1	1	1	0	1	1	1	1	1
OG20982	1	1	1	1	1	1	1	0	1	0	1	1	1
OG20983	1	1	1	1	1	1	1	1	1	0	1	1	0
OG20984	1	1	1	1	1	1	1	1	0	1	1	1	0
OG20985	1	1	1	1	0	1	1	1	1	1	0	1	1
OG20986	1	1	1	1	1	1	1	0	1	1	1	0	1
OG20987	1	1	1	1	0	1	1	1	1	0	1	1	1
OG20988	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20989	1	1	1	1	1	1	1	0	0	1	1	1	1
OG20990	1	1	1	1	0	1	1	1	1	1	1	1	0
OG20991	1	1	1	0	1	1	0	1	0	1	2	1	1
OG20992	1	1	1	0	1	1	1	1	1	1	1	0	1
OG20993	1	0	1	0	1	2	1	1	1	1	1	0	1
OG20994	1	2	1	1	1	1	0	1	0	0	1	1	1
OG20995	1	1	1	1	1	1	1	0	0	1	1	1	1
OG20996	1	1	1	1	0	1	1	1	0	1	1	1	1
OG20997	1	1	1	1	1	1	1	1	0	0	1	1	1
OG20998	1	1	1	1	0	1	1	0	1	1	1	1	1
OG20999	1	1	1	0	1	1	1	1	0	1	1	1	1
OG21000	1	1	1	0	1	1	1	1	1	1	1	1	0
OG21001	1	1	1	0	0	1	1	1	1	1	1	1	1
OG21002	1	1	1	0	0	1	1	1	1	1	1	1	1
OG21003	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21004	1	1	1	1	1	0	1	1	1	0	1	1	1
OG21005	1	1	1	1	1	1	1	1	1	0	0	1	1
OG21006	1	1	1	1	1	1	1	1	0	0	1	1	1
OG21007	1	1	1	1	1	1	1	0	1	0	1	1	1
OG21008	1	1	1	1	1	1	1	0	1	0	1	1	1
OG21009	1	1	1	1	0	1	1	0	1	1	1	1	1
OG21010	1	1	1	1	1	0	1	1	1	0	1	1	1
OG21011	1	1	1	1	0	1	1	1	1	0	1	1	1
OG21012	1	1	1	1	1	1	1	1	1	1	1	0	0
OG21013	1	0	1	1	1	1	1	1	1	0	1	1	1
OG21014	1	1	1	0	1	1	1	0	1	1	1	1	1
OG21015	1	1	1	1	1	1	1	0	0	1	1	1	1
OG21016	1	1	1	0	1	2	2	0	0	1	0	1	1
OG21017	1	1	1	1	1	1	1	0	1	0	1	1	1
OG21018	1	1	1	1	1	1	1	1	1	0	0	1	1
OG21019	1	2	1	1	1	0	0	0	0	0	2	2	1
OG21020	1	4	0	0	0	1	1	1	1	0	0	1	1
OG21021	1	1	1	1	1	1	1	1	1	0	1	0	1
OG21022	1	1	1	1	1	1	1	0	1	0	1	1	1
OG21023	1	1	1	1	0	1	1	1	1	0	1	1	1
OG21024	1	1	1	0	1	1	1	0	1	1	1	1	1
OG21025	1	1	1	1	1	1	1	0	1	1	1	1	0
OG21026	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21027	1	0	1	0	0	1	1	1	2	1	1	1	1
OG21028	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21029	2	1	2	0	1	0	2	0	0	1	0	1	1
OG21030	1	1	1	1	1	1	1	1	0	0	1	1	1
OG21031	1	1	1	0	1	1	1	1	0	1	1	1	1
OG21032	1	1	2	0	1	1	1	1	1	0	0	1	1
OG21033	1	0	1	1	1	1	1	1	1	0	1	1	1
OG21034	1	1	1	0	1	1	1	1	1	0	1	2	0
OG21035	1	1	1	1	1	1	1	1	1	0	0	1	1
OG21036	1	1	1	0	1	1	0	1	1	1	1	1	1
OG21037	1	1	1	1	1	0	1	1	1	1	1	0	1
OG21038	1	1	1	0	1	1	1	1	0	1	1	1	1
OG21039	1	1	1	1	1	1	1	1	1	0	0	2	0
OG21040	1	1	1	1	1	1	1	1	1	0	1	0	1
OG21041	1	1	1	0	1	1	1	1	1	1	0	1	1
OG21042	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21043	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21044	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21045	1	0	0	1	2	0	0	2	2	0	2	1	0
OG21046	1	1	1	0	1	0	1	1	1	1	1	1	1
OG21047	1	1	1	1	1	1	1	0	1	0	1	1	1
OG21048	1	1	1	1	1	1	1	1	0	1	0	1	1
OG21049	1	1	1	1	0	1	1	0	1	1	1	1	1
OG21050	1	1	1	1	1	1	1	1	1	0	1	0	1
OG21051	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21052	1	1	1	0	1	1	1	1	0	1	1	1	1
OG21053	1	2	2	0	0	1	1	0	1	0	0	3	0
OG21054	1	1	1	0	1	1	1	1	1	1	1	1	0
OG21055	1	1	1	1	0	1	1	1	1	0	1	1	1
OG21056	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21057	1	1	1	1	0	1	1	0	1	1	1	1	1
OG21058	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21059	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21060	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21061	2	1	2	1	0	2	1	0	0	1	0	0	1
OG21062	1	1	0	1	1	1	1	1	1	1	1	1	0
OG21063	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21064	1	1	1	1	0	1	1	1	1	0	1	1	1
OG21065	1	0	2	2	0	1	1	1	1	0	0	1	1
OG21066	1	1	1	1	1	1	1	0	1	0	1	1	1
OG21067	1	1	1	1	1	2	1	1	0	0	1	1	0
OG21068	1	1	1	0	1	1	1	1	1	1	1	1	0
OG21069	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21070	1	1	1	1	1	0	1	1	1	1	1	0	1
OG21071	1	1	1	1	1	1	1	1	1	0	1	1	0
OG21072	1	1	1	1	0	1	1	1	0	1	1	1	1
OG21073	1	1	1	0	1	1	1	1	1	0	1	1	1
OG21074	1	1	1	1	1	1	1	1	1	0	1	1	0
OG21075	1	1	1	1	1	1	1	0	1	1	0	1	1
OG21076	1	1	1	1	0	1	1	1	1	1	1	0	1
